Creative_Type,Director,Distributor,IMDB_Rating,IMDB_Votes,MPAA_Rating,Major_Genre,Production_Budget,Release_Date,Rotten_Tomatoes_Rating,Running_Time_min,Source,Title,US_DVD_Sales,US_Gross,Worldwide_Gross
Contemporary Fiction,Thomas Vinterberg,October Films,8.1,26607.0,R,Comedy,1300000.0,9-Oct-98,,,Original Screenplay,Festen,,1647780.0,1647780.0
Dramatization,,20th Century Fox,6.8,7870.0,,Drama,36000000.0,12-Jun-63,40.0,,Based on Real Life Events,Cleopatra,,48000000.0,62000000.0
Contemporary Fiction,Renny Harlin,Sony Pictures,6.2,34447.0,,Action,65000000.0,28-May-93,82.0,,Original Screenplay,Cliffhanger,,84049211.0,255000000.0
Contemporary Fiction,,Fabrication Films,5.1,226.0,PG,Drama,500000.0,21-Oct-05,,,Original Screenplay,The Californians,,4134.0,4134.0
Contemporary Fiction,Joel Schumacher,Warner Bros.,6.5,19299.0,PG-13,Drama,45000000.0,20-Jul-94,80.0,,Based on Book/Short Story,The Client,,92115211.0,117615211.0
Contemporary Fiction,Michael C. Brown,Testimony Pictures,3.4,1113.0,PG,Drama,160000.0,1-Mar-02,,,Original Screenplay,The Calling,,32092.0,32092.0
Contemporary Fiction,Amy Heckerling,Paramount Pictures,6.7,39055.0,PG-13,Comedy,13700000.0,1-Jul-95,83.0,,Based on Book/Short Story,Clueless,,56598476.0,56598476.0
Historical Fiction,Steven Spielberg,Warner Bros.,7.7,26962.0,,Drama,15000000.0,18-Dec-85,88.0,,Based on Book/Short Story,The Color Purple,,93589701.0,93589701.0
Contemporary Fiction,Kevin Smith,Miramax,7.9,89991.0,R,Comedy,27000.0,19-Oct-94,88.0,,Original Screenplay,Clerks,,3073428.0,3073428.0
Contemporary Fiction,Walter Salles,Sony Pictures Classics,8.0,17343.0,R,Drama,2900000.0,20-Nov-98,,,Original Screenplay,Central do Brasil,,5969553.0,17006158.0
Fantasy,,MGM,5.9,45773.0,,Adventure,15000000.0,12-Jun-81,65.0,108.0,Traditional/Legend/Fairytale,Clash of the Titans,,30000000.0,30000000.0
,,Artistic License,5.9,3171.0,PG-13,,2000000.0,15-May-98,,,,Clockwatchers,,444354.0,444354.0
Contemporary Fiction,,20th Century Fox,4.5,49.0,,Action,10000000.0,4-Oct-85,71.0,,Original Screenplay,Commando,,35073978.0,35073978.0
Contemporary Fiction,Martin Scorsese,Walt Disney Pictures,6.9,25824.0,,Drama,10000000.0,17-Oct-86,91.0,,,The Color of Money,,52293000.0,52293000.0
Fantasy,,Walt Disney Pictures,5.1,373.0,,Drama,2900000.0,15-Feb-50,92.0,,Traditional/Legend/Fairytale,Cinderella,,85000000.0,85000000.0
Contemporary Fiction,Frank Marshall,Paramount Pictures,4.6,17954.0,PG-13,Adventure,50000000.0,9-Jun-95,21.0,,Based on Book/Short Story,Congo,,81022333.0,152022333.0
Fantasy,John Milius,Universal,6.8,38886.0,,Action,20000000.0,14-May-82,76.0,,Based on Book/Short Story,Conan the Barbarian,,38264085.0,38264085.0
Fantasy,Richard Fleischer,Universal,5.4,20368.0,,Action,18000000.0,29-Jun-84,29.0,,Based on Book/Short Story,Conan the Destroyer,,26400000.0,26400000.0
Contemporary Fiction,,United Film Distribution Co.,6.3,2945.0,,Drama,3250000.0,20-Aug-82,,,Original Screenplay,Class of 1984,,6965361.0,6965361.0
Historical Fiction,,Warner Bros.,4.9,2763.0,,Adventure,15000000.0,17-Jan-86,13.0,,Based on Book/Short Story,The Clan of the Cave Bear,,1953732.0,1953732.0
Factual,,First Run/Icarus,,,Not Rated,Documentary,200000.0,21-Jul-06,,,Based on Real Life Events,The Case of the Grinning Cat,,7033.0,7033.0
Contemporary Fiction,,Miramax,8.0,6657.0,PG,Comedy,180000.0,22-Jan-99,,,Original Screenplay,Bacheha-Ye aseman,,925402.0,925402.0
,Hal Ashby,,7.3,4410.0,,,3000000.0,1978-01-01,81.0,,,Coming Home,,32653000.0,32653000.0
,,National Geographic Entertainment,7.6,1725.0,R,,12000000.0,17-Nov-09,,,,Nanjing! Nanjing!,,0.0,20000000.0
Contemporary Fiction,Jon Turteltaub,Walt Disney Pictures,6.5,24533.0,,Comedy,14000000.0,1-Oct-93,73.0,,Based on Real Life Events,Cool Runnings,,68856263.0,155056263.0
,Jack Lee Thompson,,5.8,6188.0,,,1700000.0,1972-01-01,44.0,,,Conquest of the Planet of the Apes,,9700000.0,9700000.0
,,,7.4,2724.0,Not Rated,,10000.0,6-Jul-01,,,,Cure,,94596.0,94596.0
Contemporary Fiction,,Paramount Pictures,6.5,27277.0,,Comedy,5000000.0,26-Sep-86,88.0,,Original Screenplay,Crocodile Dundee,,174803506.0,328000000.0
Contemporary Fiction,,WinStar Cinema,7.3,1851.0,Not Rated,Drama,10000.0,9-Mar-01,,,Original Screenplay,Dayereh,,673780.0,673780.0
Historical Fiction,,Sony Pictures Classics,7.8,5531.0,R,Drama,4500000.0,27-Mar-98,,,Based on Book/Short Story,Karakter,,713413.0,713413.0
Fantasy,George A. Romero,Warner Bros.,6.5,12530.0,,Horror,8000000.0,10-Nov-82,67.0,,Based on Book/Short Story,Creepshow,,20036244.0,20036244.0
Fantasy,,New World,5.4,5910.0,,Horror,3500000.0,1-May-87,26.0,,Based on Book/Short Story,Creepshow 2,,14000000.0,14000000.0
Contemporary Fiction,Neil Jordan,Miramax,7.3,21195.0,R,Drama,4000000.0,25-Nov-92,100.0,,Original Screenplay,The Crying Game,,62546695.0,62546695.0
Contemporary Fiction,Tony Scott,Walt Disney Pictures,7.2,33354.0,R,Action,55000000.0,12-May-95,86.0,,Original Screenplay,Crimson Tide,,91387195.0,159387195.0
Historical Fiction,,Universal,5.8,173.0,,Adventure,14000000.0,1978-01-01,,,Based on Book/Short Story,Caravans,,1000000.0,1000000.0
,,,,,,,820000.0,31-Dec-09,,,,Crying With Laughter,,0.0,0.0
Contemporary Fiction,,,7.6,1209.0,,Black Comedy,500000.0,30-Jun-06,,,Original Screenplay,Fengkuang de Shitou,,0.0,3000000.0
Historical Fiction,Michael Curtiz,Warner Bros.,8.8,167939.0,,Drama,950000.0,1942-01-01,97.0,,Based on Play,Casablanca,,10462500.0,10462500.0
Historical Fiction,Martin Scorsese,Universal,8.1,108634.0,R,Drama,52000000.0,22-Nov-95,81.0,,Based on Book/Short Story,Casino,,42438300.0,110400000.0
Fantasy,Brad Silberling,Universal,5.7,26121.0,PG,Comedy,55000000.0,26-May-95,41.0,,Based on TV,Casper,,100328194.0,282300000.0
Contemporary Fiction,,,3.5,2146.0,,Musical,20000000.0,1980-01-01,,,Original Screenplay,Can't Stop the Music,,2000000.0,2000000.0
Historical Fiction,Mike Nichols,Paramount Pictures,7.1,9671.0,,Comedy,18000000.0,24-Jun-70,87.0,,Based on Book/Short Story,Catch-22,,24911670.0,24911670.0
Contemporary Fiction,Harold Becker,Sony Pictures,6.1,9908.0,R,Drama,40000000.0,16-Feb-96,55.0,111.0,Original Screenplay,City Hall,,20278055.0,20278055.0
Historical Fiction,Renny Harlin,MGM,5.3,10346.0,PG-13,Adventure,92000000.0,22-Dec-95,45.0,,Original Screenplay,Cutthroat Island,,10017322.0,10017322.0
Historical Fiction,,MGM,6.8,822.0,,Drama,10000000.0,14-Aug-98,,,Based on Book/Short Story,La femme de chambre du Titanic,,244465.0,244465.0
Fantasy,,RKO Radio Pictures,5.9,6791.0,,Drama,134000.0,16-Nov-42,91.0,,Original Screenplay,Cat People,,4000000.0,8000000.0
Historical Fiction,Edward Zwick,20th Century Fox,6.6,19682.0,R,Drama,46000000.0,12-Jul-96,85.0,115.0,Original Screenplay,Courage Under Fire,,59003384.0,100833145.0
Historical Fiction,Sergio Leone,Paramount Pictures,8.8,74184.0,PG-13,Western,5000000.0,28-May-69,,,Original Screenplay,C'era una volta il West,,5321508.0,5321508.0
Contemporary Fiction,Francis Ford Coppola,Paramount Pictures,8.1,33005.0,,Thriller/Suspense,1600000.0,7-Apr-74,98.0,,Original Screenplay,The Conversation,,4420000.0,4420000.0
Contemporary Fiction,,Truly Indie,6.0,487.0,Not Rated,Thriller/Suspense,7000.0,26-May-06,,,Original Screenplay,Cavite,,70071.0,71644.0
Contemporary Fiction,Jon Amiel,Warner Bros.,6.5,17182.0,R,Thriller/Suspense,20000000.0,27-Oct-95,75.0,,Original Screenplay,Copycat,,32051917.0,32051917.0
Science Fiction,,Triumph Releasing,5.3,3396.0,,Action,7000000.0,28-Sep-90,,,Original Screenplay,Dark Angel,,4372561.0,4372561.0
Historical Fiction,Wolfgang Petersen,Sony/Columbia,4.3,2184.0,R,Drama,12000000.0,10-Feb-82,,,Based on Book/Short Story,"Boot, Das",,11487676.0,84970337.0
Contemporary Fiction,Robert Rodriguez,Sony Pictures,7.0,51515.0,R,Action,7000000.0,25-Aug-95,61.0,,Original Screenplay,Desperado,,25532388.0,25532388.0
Contemporary Fiction,Bobby Farrelly,New Line,7.2,88093.0,PG-13,Comedy,16000000.0,16-Dec-94,,,Original Screenplay,Dumb & Dumber,,127175374.0,246400000.0
,Guy Hamilton,MGM,6.7,25354.0,,Action,7200000.0,17-Dec-71,67.0,,Based on Book/Short Story,Diamonds Are Forever,,43800000.0,116000000.0
Fantasy,George A. Romero,Orion Pictures,5.7,5488.0,,Horror,15000000.0,23-Apr-93,,,Based on Book/Short Story,The Dark Half,,9579068.0,9579068.0
,,Freestyle Releasing,6.3,2804.0,R,Horror,400000.0,13-Oct-05,,,,The Dark Hours,,423.0,423.0
Contemporary Fiction,Roger Donaldson,Universal,5.6,23472.0,PG-13,Drama,115000000.0,7-Feb-97,28.0,108.0,Original Screenplay,Dante's Peak,,67163857.0,178200000.0
Contemporary Fiction,Rob Cohen,Universal,5.4,20052.0,PG-13,Action,80000000.0,6-Dec-96,22.0,115.0,Original Screenplay,Daylight,,32908290.0,158908290.0
Super Hero,Warren Beatty,Walt Disney Pictures,5.9,25364.0,,Action,47000000.0,15-Jun-90,65.0,,Based on Comic/Graphic Novel,Dick Tracy,,103738726.0,162738726.0
,,,4.4,2486.0,R,,5000000.0,27-Feb-04,,,,Decoys,,84733.0,84733.0
,,United Film Distribution Co.,7.4,73875.0,,Horror,1500000.0,20-Apr-79,,,,Dawn of the Dead,,5100000.0,55000000.0
Fantasy,Barry Sonnenfeld,Paramount Pictures,6.6,28907.0,,Comedy,30000000.0,22-Nov-91,59.0,,Based on TV,The Addams Family,,113502246.0,191502246.0
Fantasy,Robert Zemeckis,Universal,6.0,27681.0,,Comedy,55000000.0,31-Jul-92,53.0,,Original Screenplay,Death Becomes Her,,58422650.0,149022650.0
Science Fiction,,New World,3.8,639.0,,Action,1300000.0,15-Mar-85,,,Original Screenplay,Def-Con 4,,210904.0,210904.0
Contemporary Fiction,Peter Weir,Walt Disney Pictures,7.8,89662.0,,Drama,16400000.0,2-Jun-89,86.0,,Original Screenplay,Dead Poets' Society,,95860116.0,239500000.0
,,,5.5,51517.0,,,1200000.0,4-Mar-03,94.0,,,The Day the Earth Stood Still,,3700000.0,3700000.0
,,,5.2,3075.0,,,25000.0,30-Jun-72,,,,Deep Throat,,45000000.0,45000000.0
Fantasy,David Cronenberg,Paramount Pictures,7.3,19485.0,,Horror,10000000.0,21-Oct-83,,,Based on Book/Short Story,The Dead Zone,,20766000.0,20766000.0
Contemporary Fiction,Renny Harlin,20th Century Fox,7.0,79636.0,,Action,70000000.0,3-Jul-90,,,Based on Book/Short Story,Die Hard 2,,117323878.0,239814025.0
Contemporary Fiction,John McTiernan,20th Century Fox,7.4,87437.0,R,Action,90000000.0,19-May-95,,,Based on Book/Short Story,Die Hard: With a Vengeance,,100012499.0,364480746.0
Fantasy,Rob Cohen,Universal,6.2,26309.0,PG-13,Adventure,57000000.0,31-May-96,50.0,108.0,Original Screenplay,Dragonheart,,51364680.0,104364680.0
Contemporary Fiction,John McTiernan,20th Century Fox,7.3,237.0,,Action,28000000.0,15-Jul-88,94.0,,Based on Book/Short Story,Die Hard,,81350242.0,139109346.0
Historical Fiction,Barry Levinson,MGM,7.1,7803.0,,Comedy,5000000.0,2-Apr-82,96.0,,Original Screenplay,Diner,,12592907.0,12592907.0
,,Eros Entertainment,5.0,159.0,Not Rated,Drama,1600000.0,23-Sep-05,,,Original Screenplay,Dil Jo Bhi Kahey...,,129319.0,129319.0
Contemporary Fiction,,New Line,6.6,20386.0,PG-13,Drama,25000000.0,7-Apr-95,73.0,,Original Screenplay,Don Juan DeMarco,,22032635.0,22032635.0
Fantasy,,Universal,6.4,6430.0,R,Horror,12000000.0,13-Jan-95,,,Original Screenplay,Tales from the Crypt: Demon Knight,,21089146.0,21089146.0
,,,4.7,1655.0,,,17000000.0,21-Oct-77,,,,Damnation Alley,,,
Dramatization,Tim Robbins,Gramercy,7.6,32159.0,R,Drama,11000000.0,29-Dec-95,94.0,,Based on Real Life Events,Dead Man Walking,,39387284.0,83088295.0
Historical Fiction,Kevin Costner,Orion Pictures,8.0,71399.0,,Western,19000000.0,9-Nov-90,76.0,,Based on Book/Short Story,Dances with Wolves,,184208842.0,424200000.0
Historical Fiction,Stephen Frears,Warner Bros.,7.7,25761.0,,Drama,14000000.0,21-Dec-88,93.0,,Based on Book/Short Story,Dangerous Liaisons,,34700000.0,34700000.0
,John Ford,,6.6,2907.0,,,2686000.0,1963-01-01,60.0,,,Donovan's Reef,,6600000.0,6600000.0
,,,5.9,2059.0,,,9000000.0,25-Oct-91,,,,Due occhi diabolici,,349618.0,349618.0
Contemporary Fiction,Sheldon Lettich,Sony Pictures,4.7,10426.0,,Action,16000000.0,9-Aug-91,8.0,,Original Screenplay,Double Impact,,29090445.0,29090445.0
Dramatization,Oliver Stone,Sony Pictures,7.0,29750.0,,Drama,40000000.0,1-Mar-91,57.0,,Based on Real Life Events,The Doors,,34167219.0,34167219.0
,George A. Romero,United Film Distribution Co.,4.5,8395.0,,Horror,3500000.0,3-Jul-85,78.0,,,Day of the Dead,,5804262.0,34004262.0
Contemporary Fiction,Tony Scott,Paramount Pictures,5.4,25395.0,,Action,60000000.0,27-Jun-90,40.0,,Original Screenplay,Days of Thunder,,82670733.0,157670733.0
,,,7.0,1013.0,Not Rated,,1100000.0,14-May-03,,,,Dracula: Pages from a Virgin's Diary,,39659.0,84788.0
Factual,,,5.8,134.0,,Documentary,170000.0,"June, 1979",,,Based on Real Life Events,Dolphin,,14000.0,14000.0
Science Fiction,,,6.1,10015.0,R,,300000.0,1-Apr-75,84.0,,Based on Book/Short Story,Death Race 2000,,,
,Tom Tykwer,,,,,,7200000.0,,,,,Drei,,0.0,0.0
,,Attitude Films,7.6,1844.0,Not Rated,Drama,2650000.0,16-Jan-98,,,Original Screenplay,The Dress,,16556.0,16556.0
,Michael Cimino,Universal,8.2,88095.0,,Drama,15000000.0,1979-01-01,,,Original Screenplay,The Deer Hunter,,50000000.0,50000000.0
Fantasy,,Paramount Pictures,6.8,4945.0,,Action,18000000.0,26-Jun-81,82.0,,Original Screenplay,Dragonslayer,,6000000.0,6000000.0
Historical Fiction,Bruce Beresford,Warner Bros.,7.5,22566.0,,Drama,7500000.0,13-Dec-89,78.0,,Based on Play,Driving Miss Daisy,,106593296.0,106593296.0
,Brian De Palma,,7.1,9556.0,,,6500000.0,1-Jan-80,84.0,,,Dressed to Kill,,31899000.0,31899000.0
Contemporary Fiction,Spike Lee,Universal,7.9,26877.0,,Comedy,6000000.0,30-Jun-89,98.0,,Original Screenplay,Do the Right Thing,,26004026.0,26004026.0
Science Fiction,David Lynch,Universal,6.5,38489.0,,Action,45000000.0,14-Dec-84,62.0,,Based on Book/Short Story,Dune,,27447471.0,27447471.0
Factual,,3D Entertainment,,,Not Rated,Documentary,6000000.0,15-Feb-08,,,Based on Real Life Events,Dolphins and Whales Tribes of the Ocean 3D,,7714996.0,17252287.0
,,Indican Pictures,5.8,75.0,R,,1200000.0,21-Mar-03,,,,Down & Out with the Dolls,,58936.0,58936.0
Contemporary Fiction,,Sony Pictures Classics,6.6,1188.0,R,Drama,1000000.0,20-Jun-97,58.0,,Original Screenplay,Dream With The Fishes,,542909.0,542909.0
Historical Fiction,David Lean,MGM,8.0,27671.0,PG-13,Drama,11000000.0,22-Dec-65,84.0,,Based on Book/Short Story,Doctor Zhivago,,111721000.0,111721000.0
,Sam Raimi,New Line,7.6,45030.0,NC-17,Horror,375000.0,15-Apr-83,,,,The Evil Dead,,2400000.0,29400000.0
Fantasy,Sam Raimi,Rosebud Releasing,7.9,44214.0,,Horror,3500000.0,13-Mar-87,,,,Evil Dead II,,5923044.0,5923044.0
Fantasy,Sam Raimi,Universal,7.6,55671.0,R,Horror,11000000.0,19-Feb-93,,,,Army of Darkness,,11502976.0,21502976.0
,,,5.6,829.0,,,1800000.0,1993-01-01,50.0,,,Ed and his Dead Mother,,673.0,673.0
Fantasy,Tim Burton,20th Century Fox,8.0,102485.0,,Comedy,20000000.0,7-Dec-90,91.0,,Original Screenplay,Edward Scissorhands,,53976987.0,53976987.0
Dramatization,Tim Burton,Walt Disney Pictures,8.1,74171.0,R,Comedy,18000000.0,30-Sep-94,91.0,,Based on Book/Short Story,Ed Wood,,5828466.0,5828466.0
,Michael Curtiz,,6.2,1097.0,,,5000000.0,1954-01-01,,,,The Egyptian,,15000000.0,15000000.0
Contemporary Fiction,Woody Allen,Miramax,6.8,16481.0,R,Musical,20000000.0,6-Dec-96,80.0,,Original Screenplay,Everyone Says I Love You,,9725847.0,34600000.0
,David Lynch,,8.4,58194.0,,,5000000.0,3-Oct-80,91.0,,,The Elephant Man,,26010864.0,26010864.0
Historical Fiction,,Miramax,6.8,13798.0,PG,Romantic Comedy,5900000.0,2-Aug-96,,111.0,Based on Book/Short Story,Emma,,22231658.0,37831658.0
Science Fiction,,20th Century Fox,,,PG,Adventure,23000000.0,21-May-80,,,Original Screenplay,Star Wars Ep. V: The Empire Strikes Back,10027926.0,290271960.0,534171960.0
Science Fiction,John Carpenter,Avco Embassy,7.1,34497.0,,Action,6000000.0,10-Jul-81,82.0,,Original Screenplay,Escape from New York,,25244700.0,25244700.0
Science Fiction,John Carpenter,Paramount Pictures,5.3,23262.0,R,Action,50000000.0,9-Aug-96,56.0,101.0,Original Screenplay,Escape from L.A.,,25426861.0,25426861.0
Science Fiction,,,6.1,7686.0,,,2500000.0,1971-01-01,78.0,,,Escape from the Planet of the Apes,,12300000.0,12300000.0
Contemporary Fiction,Chuck Russell,Warner Bros.,5.9,37287.0,R,Action,100000000.0,21-Jun-96,34.0,115.0,Original Screenplay,Eraser,,101295562.0,234400000.0
,David Lynch,,7.4,26595.0,,,100000.0,1977-01-01,90.0,,,Eraserhead,,7000000.0,7000000.0
,Woody Allen,MGM,,,,Comedy,2000000.0,11-Aug-72,,,Based on Book/Short Story,Everything You Always Wanted to Know,,18016290.0,18016290.0
Science Fiction,Steven Spielberg,Universal,7.9,105028.0,PG,Drama,10500000.0,11-Jun-82,,,Original Screenplay,ET: The Extra-Terrestrial,,435110554.0,792910554.0
,,,4.7,537.0,,,13000000.0,14-May-93,,,,Excessive Force,,1152117.0,1152117.0
,John Boorman,,3.5,7849.0,,Horror,14000000.0,17-Jun-77,,,,Exorcist II: The Heretic,,25011000.0,25011000.0
Contemporary Fiction,Atom Egoyan,Miramax,7.1,8402.0,R,Drama,1500000.0,23-Sep-94,96.0,,Original Screenplay,Exotica,,5046118.0,5046118.0
,Guy Hamilton,Sony/Columbia,6.0,5917.0,,Action,5000000.0,22-Dec-78,64.0,,,Force 10 from Navarone,,7100000.0,7100000.0
,John Huston,,6.6,1655.0,,,5000000.0,1957-01-01,,,,A Farewell To Arms,,11000000.0,11000000.0
Contemporary Fiction,Adrian Lyne,Paramount Pictures,6.8,22328.0,,Thriller/Suspense,14000000.0,18-Sep-87,81.0,,Original Screenplay,Fatal Attraction,,156645693.0,320100000.0
,Alfred Hitchcock,Universal,6.8,7290.0,,,3000000.0,9-Apr-76,95.0,,,Family Plot,,13200000.0,13200000.0
,Ari S. Kirschenbaum,Indican Pictures,5.4,146.0,R,Horror,400000.0,10-Dec-04,,,Original Screenplay,Fabled,,31425.0,31425.0
Science Fiction,,,6.7,535.0,,Comedy,1500000.0,17-Mar-06,,,Original Screenplay,Fetching Cody,,0.0,0.0
,William Friedkin,,7.9,33674.0,,,2200000.0,9-Oct-71,98.0,,,The French Connection,,41158757.0,41158757.0
Fantasy,Robert Rodriguez,Miramax/Dimension,7.1,80234.0,R,Horror,20000000.0,19-Jan-96,63.0,107.0,Original Screenplay,From Dusk Till Dawn,,25728961.0,25728961.0
,,Paramount Pictures,5.6,26798.0,,Horror,550000.0,9-May-80,60.0,,,Friday the 13th,,39754601.0,59754601.0
Contemporary Fiction,Steve Miner,Paramount Pictures,5.5,13395.0,,Horror,2250000.0,13-Aug-82,14.0,,,Friday the 13th Part 3,,36690067.0,36690067.0
Fantasy,,Paramount Pictures,,,,Horror,2600000.0,13-Apr-84,,,,Friday the 13th Part IV: The Final Chapter,,32980880.0,32980880.0
Contemporary Fiction,,Paramount Pictures,,,,Horror,2200000.0,22-Mar-85,,,,Friday the 13th Part V: A New Beginning,,21930418.0,21930418.0
Fantasy,,Paramount Pictures,,,,Horror,3000000.0,1-Aug-86,,,,Friday the 13th Part VI: Jason Lives,,19472057.0,19472057.0
Fantasy,,Paramount Pictures,4.6,8916.0,,Horror,2800000.0,13-May-88,,,,Friday the 13th Part VII: The New Blood,,19170001.0,19170001.0
Fantasy,,Paramount Pictures,3.9,10113.0,,Horror,5000000.0,28-Jul-89,,,,Friday the 13th Part VIII: Jason Takes Manhattan,,14343976.0,14343976.0
Fantasy,,New Line,4.1,8733.0,,Horror,3000000.0,13-Aug-93,,,,Jason Goes to Hell: The Final Friday,,15935068.0,15935068.0
Historical Fiction,Sergio Leone,MGM,8.2,44204.0,,Western,600000.0,10-May-67,,,Original Screenplay,Per qualche dollaro in pi˘,,4300000.0,4300000.0
Historical Fiction,Sergio Leone,United Artists,8.0,39929.0,,Western,200000.0,18-Jan-67,,,Remake,Per un pugno di dollari,,3500000.0,3500000.0
,,,6.6,3184.0,,,19000000.0,1-Jan-64,100.0,,,The Fall of the Roman Empire,,4750000.0,4750000.0
,Steve Miner,,5.5,13395.0,,Horror,1250000.0,30-Apr-81,33.0,,,Friday the 13th Part 2,,21722776.0,21722776.0
Contemporary Fiction,Paul Mazursky,New Line,5.7,989.0,R,Black Comedy,13000000.0,5-Apr-96,7.0,,Based on Play,Faithful,,2104439.0,2104439.0
Contemporary Fiction,,Warner Bros.,6.6,194.0,R,Action,50000000.0,3-Nov-95,13.0,,Based on Book/Short Story,Fair Game,,11497497.0,11497497.0
Contemporary Fiction,Rob Reiner,Sony Pictures,7.6,63541.0,,Drama,33000000.0,11-Dec-92,83.0,,Based on Play,A Few Good Men,,141340178.0,236500000.0
Contemporary Fiction,Andrew Davis,Warner Bros.,7.8,96914.0,PG-13,Thriller/Suspense,44000000.0,6-Aug-93,94.0,,Based on TV,The Fugitive,,183875760.0,368900000.0
,Fred Zinnemann,,7.9,15115.0,,,1650000.0,5-Aug-53,86.0,,,From Here to Eternity,,30500000.0,30500000.0
,,Illuminare,,,PG-13,Drama,300000.0,15-Jul-05,,90.0,,First Morning,,87264.0,87264.0
,,Fox Searchlight,6.4,4849.0,PG,,4000000.0,1-May-98,,,,Shooting Fish,,302204.0,302204.0
Dramatization,Norman Jewison,United Artists,6.2,2737.0,,Drama,11000000.0,13-Apr-78,,,Based on Real Life Events,F.I.S.T,,20388920.0,20388920.0
Contemporary Fiction,Adrian Lyne,Paramount Pictures,5.6,12485.0,,Drama,7000000.0,15-Apr-83,29.0,,Original Screenplay,Flashdance,,90463574.0,201463574.0
Contemporary Fiction,,MGM,4.9,4215.0,R,Action,30000000.0,19-Jul-96,14.0,98.0,Original Screenplay,Fled,,17192205.0,19892205.0
Science Fiction,,Universal,6.2,14894.0,,Action,35000000.0,5-Dec-80,81.0,,Based on Comic/Graphic Novel,Flash Gordon,,27107960.0,27107960.0
Historical Fiction,Brian Levant,Universal,4.6,26521.0,PG,Comedy,45000000.0,27-May-94,20.0,,Based on TV,The Flintstones,,130531208.0,358500000.0
Historical Fiction,John Milius,Paramount Pictures,5.3,2592.0,,Action,35000000.0,18-Jan-91,,,Based on Book/Short Story,Flight of the Intruder,,14471440.0,14471440.0
Science Fiction,Joel Schumacher,Sony Pictures,6.4,23295.0,R,Thriller/Suspense,26000000.0,10-Aug-90,52.0,,Original Screenplay,Flatliners,,61308153.0,61308153.0
,,,,,R,,6000000.0,10-Oct-03,64.0,,,The Flower of Evil,,181798.0,181798.0
,,Goodbye Cruel Releasing,6.1,1138.0,Not Rated,Comedy,30000.0,29-Apr-05,,,Original Screenplay,Funny Ha Ha,,77070.0,77070.0
Historical Fiction,Abel Ferrara,October Films,6.4,4084.0,R,Drama,12500000.0,1-Nov-96,83.0,,Original Screenplay,The Funeral,,1212799.0,1412799.0
Multiple Creative Types,,Walt Disney Pictures,7.8,29914.0,,Musical,2280000.0,13-Nov-40,98.0,,Compilation,Fantasia,,83320000.0,83320000.0
Kids Fiction,,Walt Disney Pictures,,,G,Musical,80000000.0,1-Jan-00,,75.0,Compilation,Fantasia 2000 (IMAX),,60507228.0,60507228.0
