Aircraft__Airline_Operator,Aircraft__Make_Model,Airport__Name,Cost__Other,Cost__Repair,Cost__Total_$,Effect__Amount_of_damage,Flight_Date,Origin_State,Speed_IAS_in_knots,When__Phase_of_flight,When__Time_of_day,Wildlife__Size,Wildlife__Species
CONTINENTAL AIRLINES,ATR-42,HOUSTON-HOBBY,0,0,0,None,7/31/90 0:00,Texas,120.0,Climb,Day,Small,Unknown bird - small
AMERICAN AIRLINES,B-757-200,CHICAGO O'HARE INTL ARPT,0,0,0,None,8/1/90 0:00,Illinois,125.0,Approach,Day,Small,Rock pigeon
AMERICAN AIRLINES,B-757-200,PHILADELPHIA INTL,0,0,0,None,8/1/90 0:00,Pennsylvania,170.0,Approach,Night,Small,Unknown bird - small
TRANS WORLD AIRLINES,B-747-1/200,JOHN F KENNEDY INTL,0,0,0,Medium,8/2/90 0:00,New York,,Approach,Day,Medium,Herring gull
SOUTHWEST AIRLINES,B-737-500,HOUSTON-HOBBY,0,0,0,None,8/2/90 0:00,Texas,110.0,Take-off run,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/3/90 0:00,Texas,210.0,Approach,Day,Medium,Unknown bird - medium
MILITARY,KC-10A,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,8/4/90 0:00,Louisiana,165.0,Approach,Day,Medium,Unknown bird or bat
AMERICAN AIRLINES,MD-80,CHICAGO O'HARE INTL ARPT,0,0,0,None,8/4/90 0:00,Illinois,250.0,Climb,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-80,NASHVILLE INTL,0,0,0,None,8/5/90 0:00,Tennessee,132.0,Approach,Day,Small,Unknown bird - small
US AIRWAYS*,FOKKER F28 MK 1000,BALTIMORE WASH INTL,0,0,0,None,8/5/90 0:00,Maryland,80.0,Landing Roll,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,NASHVILLE INTL,0,0,0,None,8/5/90 0:00,Tennessee,130.0,Landing Roll,Day,Small,Unknown bird - small
MILITARY,KC-10A,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,8/6/90 0:00,Louisiana,165.0,Approach,Day,Medium,Unknown bird or bat
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/6/90 0:00,Texas,122.0,Landing Roll,Day,Small,Unknown bird - small
SOUTHWEST AIRLINES,B-737-200,HOUSTON-HOBBY,0,0,0,None,8/6/90 0:00,Texas,100.0,Take-off run,Day,Small,Unknown bird - small
SOUTHWEST AIRLINES,B-737-300,LOS ANGELES INTL,0,0,0,None,8/9/90 0:00,California,165.0,Climb,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/9/90 0:00,Texas,132.0,Approach,Day,Small,Horned lark
BUSINESS,PA-31 NAVAJO,LOS ANGELES INTL,0,0,0,None,8/9/90 0:00,California,100.0,Landing Roll,Day,Small,Rock pigeon
HAWAIIAN AIR,L-1011,LOS ANGELES INTL,0,0,0,Minor,8/10/90 0:00,California,180.0,Approach,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,B-727,PHOENIX SKY HARBOR,0,0,0,None,8/12/90 0:00,Arizona,200.0,Climb,Day,Medium,Unknown bird - medium
HAWAIIAN AIR,L-1011,LOS ANGELES INTL,0,0,0,None,8/12/90 0:00,California,,Approach,Night,Medium,Unknown bird - medium
UNKNOWN,IAI ASTRA JT,TETERBORO AIRPORT,0,0,0,None,8/13/90 0:00,New Jersey,,Take-off run,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-87,SALT LAKE CITY INTL,0,0,0,None,8/13/90 0:00,Utah,150.0,Climb,Day,Small,Unknown bird - small
US AIRWAYS*,DC-9-30,NASHVILLE INTL,0,0,0,Minor,8/15/90 0:00,Tennessee,210.0,Approach,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,DC-10-10,JOHN F KENNEDY INTL,0,0,0,None,8/15/90 0:00,New York,160.0,Approach,Day,Small,American robin
US AIRWAYS*,FOKKER F28 MK 4000,CHARLOTTE/DOUGLAS INTL ARPT,0,0,0,None,8/16/90 0:00,North Carolina,130.0,Approach,Day,Small,Rock pigeon
AMERICAN AIRLINES,MD-82,NASHVILLE INTL,0,0,0,None,8/16/90 0:00,Tennessee,160.0,Take-off run,Day,Small,Unknown bird - small
MILITARY,B-52G,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,8/17/90 0:00,Louisiana,145.0,Approach,Day,Medium,Unknown bird or bat
AMERICAN AIRLINES,MD-80,CHICAGO O'HARE INTL ARPT,0,0,0,None,8/17/90 0:00,Illinois,170.0,Approach,Night,Small,Unknown bird - small
SOUTHWEST AIRLINES,B-737-200,NASHVILLE INTL,0,0,0,Substantial,8/18/90 0:00,Tennessee,210.0,Approach,Day,Medium,Unknown bird - medium
MILITARY,C-9,MINNEAPOLIS-ST PAUL INTL,0,0,0,None,8/18/90 0:00,Minnesota,123.0,Landing Roll,Day,Medium,Unknown bird or bat
AMERICAN AIRLINES,MD-80,WILL ROGERS WORLD ARPT,0,0,0,None,8/19/90 0:00,Oklahoma,250.0,Climb,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,B-727,EPPLEY AIRFIELD,0,0,0,None,8/19/90 0:00,Nebraska,135.0,Approach,Day,Small,European starling
AMERICAN AIRLINES,B-727,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/20/90 0:00,Texas,150.0,Approach,Night,Small,Unknown bird - small
SOUTHWEST AIRLINES,B-737-300,HOUSTON-HOBBY,0,0,0,None,8/20/90 0:00,Texas,250.0,Descent,Night,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,CHICAGO O'HARE INTL ARPT,0,0,0,None,8/21/90 0:00,Illinois,145.0,Climb,Day,Medium,Unknown bird - medium
US AIRWAYS*,B-737-300,GREATER PITTSBURGH,0,0,0,Substantial,8/21/90 0:00,Pennsylvania,,Take-off run,Day,Small,Unknown bird - small
UPS AIRLINES,DC-8-70,LOUISVILLE INTL ARPT,0,0,0,None,8/22/90 0:00,Kentucky,130.0,Approach,Night,Small,Unknown bird - small
MILITARY,B-52G,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,8/23/90 0:00,Louisiana,150.0,Approach,Night,Medium,Unknown bird or bat
SOUTHWEST AIRLINES,B-737-200,INDIANAPOLIS INTL,0,0,0,Medium,8/23/90 0:00,Indiana,95.0,Take-off run,Day,Small,Mourning dove
US AIRWAYS*,DC-9,GREATER PITTSBURGH,0,0,0,None,8/24/90 0:00,Pennsylvania,,Approach,Night,Medium,Unknown bird - medium
SOUTHWEST AIRLINES,B-737-500,HOUSTON-HOBBY,0,0,0,Minor,8/24/90 0:00,Texas,150.0,Climb,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,PHILADELPHIA INTL,0,0,0,None,8/24/90 0:00,Pennsylvania,135.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,PHILADELPHIA INTL,0,0,0,None,8/24/90 0:00,Pennsylvania,145.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,CHICAGO O'HARE INTL ARPT,0,0,0,None,8/25/90 0:00,Illinois,125.0,Approach,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/25/90 0:00,Texas,135.0,Approach,Day,Small,Unknown bird - small
SKYWEST AIRLINES,MERLIN III,MINETA SAN JOSE INTL,0,0,0,None,8/25/90 0:00,California,103.0,Approach,Night,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,MINETA SAN JOSE INTL,0,0,0,None,8/27/90 0:00,California,160.0,Climb,Day,Medium,Unknown bird - medium
UNKNOWN,STINSON 108,MINETA SAN JOSE INTL,0,0,0,None,8/27/90 0:00,California,40.0,Take-off run,Day,Medium,Red-tailed hawk
DELTA AIR LINES,B-727-200,SALT LAKE CITY INTL,0,0,0,None,8/27/90 0:00,Utah,,Climb,Night,Medium,Unknown bird - medium
FEDEX EXPRESS,B-727,WILL ROGERS WORLD ARPT,0,0,0,None,8/28/90 0:00,Oklahoma,250.0,Descent,Night,Large,Unknown bird - large
SOUTHWEST AIRLINES,B-737-200,AUSTIN-BERGSTROM INTL,0,0,0,None,8/28/90 0:00,Texas,250.0,Climb,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-82,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/28/90 0:00,Texas,145.0,Climb,Day,Small,Rock pigeon
AMERICAN AIRLINES,MD-82,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/28/90 0:00,Texas,250.0,Climb,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,PORTLAND INTL (OR),0,0,0,None,8/29/90 0:00,Oregon,130.0,Approach,Day,Small,Unknown bird - small
SOUTHWEST AIRLINES,B-737-300,NEW ORLEANS INTL,0,0,0,None,8/29/90 0:00,Louisiana,180.0,Climb,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/29/90 0:00,Texas,140.0,Approach,Night,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,NASHVILLE INTL,0,0,0,None,8/30/90 0:00,Tennessee,140.0,Approach,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,B-727-200,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/30/90 0:00,Texas,210.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,DC-10-10,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/30/90 0:00,Texas,195.0,Climb,Day,Small,Unknown bird - small
AMERICAN AIRLINES,DC-10,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/31/90 0:00,Texas,250.0,Descent,Day,Medium,Unknown bird - medium
NORTHWEST AIRLINES,DC-9,DETROIT METRO WAYNE COUNTY ARPT,0,0,0,None,8/31/90 0:00,Michigan,,Approach,Dusk,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-80,CHICAGO O'HARE INTL ARPT,0,0,0,None,8/31/90 0:00,Illinois,170.0,Approach,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,A-300,JOHN F KENNEDY INTL,0,0,0,None,8/31/90 0:00,New York,150.0,Approach,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,8/31/90 0:00,Texas,210.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,B-727,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,9/1/90 0:00,Texas,140.0,Approach,Day,Medium,Unknown bird - medium
US AIRWAYS*,B-737-200,CHARLOTTE/DOUGLAS INTL ARPT,0,0,0,Substantial,9/1/90 0:00,North Carolina,130.0,Take-off run,Dusk,Medium,Unknown bird - medium
AMERICAN AIRLINES,B-727-200,DETROIT METRO WAYNE COUNTY ARPT,0,0,0,None,9/1/90 0:00,Michigan,150.0,Take-off run,Day,Small,Unknown bird - small
SOUTHWEST AIRLINES,B-737-300,HOUSTON-HOBBY,0,0,0,None,9/3/90 0:00,Texas,250.0,Approach,Night,Medium,Unknown bird - medium
DELTA AIR LINES,B-737,ATLANTA INTL,0,0,0,None,9/4/90 0:00,Georgia,150.0,Climb,Day,Small,European starling
US AIRWAYS*,B-737,GREATER PITTSBURGH,0,0,0,None,9/5/90 0:00,Pennsylvania,180.0,Approach,Day,Small,Unknown bird - small
US AIRWAYS*,B-737-300,GREATER PITTSBURGH,0,0,0,None,9/5/90 0:00,Pennsylvania,,Take-off run,Day,Small,European starling
AMERICAN AIRLINES,MD-80,CHICAGO O'HARE INTL ARPT,0,0,0,None,9/5/90 0:00,Illinois,135.0,Approach,Dusk,Small,Rock pigeon
AMERICAN AIRLINES,MD-82,RONALD REAGAN WASHINGTON NATL,0,0,0,None,9/6/90 0:00,DC,240.0,Climb,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,CHICAGO O'HARE INTL ARPT,0,0,0,None,9/6/90 0:00,Illinois,135.0,Climb,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,CHICAGO O'HARE INTL ARPT,0,0,0,None,9/6/90 0:00,Illinois,250.0,Climb,Day,Small,Unknown bird - small
AMERICAN AIRLINES,B-727-200,NASHVILLE INTL,0,0,0,None,9/6/90 0:00,Tennessee,140.0,Approach,Dusk,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,LAMBERT-ST LOUIS INTL,0,0,0,None,9/7/90 0:00,Missouri,140.0,Approach,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-80,SAN ANTONIO INTL,0,0,0,None,9/7/90 0:00,Texas,140.0,Approach,Night,Medium,Unknown bird - medium
BUSINESS,SAAB-340,ATLANTIC CITY INTL,0,0,0,None,9/7/90 0:00,New Jersey,100.0,Landing Roll,Day,Small,American robin
US AIRWAYS*,B-737-300,GREATER PITTSBURGH,0,0,0,None,9/7/90 0:00,Pennsylvania,120.0,Take-off run,Day,Small,European starling
EXPRESSJET (CONTINENTAL EXPRS),EMB-120,GEORGE BUSH INTERCONTINENTAL,0,0,0,None,9/9/90 0:00,Texas,140.0,Approach,Dusk,Small,Unknown bird - small
US AIRWAYS*,B-737-200,RONALD REAGAN WASHINGTON NATL,0,0,0,None,9/10/90 0:00,DC,,Approach,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,B-727,CHICAGO O'HARE INTL ARPT,0,0,0,None,9/10/90 0:00,Illinois,150.0,Approach,Day,Medium,American crow
HAWAIIAN AIR,DC-9-50,HONOLULU INTL ARPT,0,0,0,None,9/10/90 0:00,Hawaii,125.0,Approach,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,DC-10-10,NEW ORLEANS INTL,0,0,0,None,9/10/90 0:00,Louisiana,155.0,Approach,Day,Small,Unknown bird - small
BUSINESS,C-560,PORTLAND INTL (OR),0,0,0,None,9/10/90 0:00,Oregon,115.0,Approach,Day,Small,Rock pigeon
BUSINESS,CASA C-212,ATLANTIC CITY INTL,0,0,0,None,9/10/90 0:00,New Jersey,,Landing Roll,Day,Small,American kestrel
US AIRWAYS*,B-737-200,INDIANAPOLIS INTL,0,0,0,None,9/10/90 0:00,Indiana,100.0,Take-off run,Day,Small,Mourning dove
AMERICAN AIRLINES,MD-80,RONALD REAGAN WASHINGTON NATL,0,0,0,None,9/10/90 0:00,DC,160.0,Approach,Night,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,LAGUARDIA NY,0,0,0,None,9/10/90 0:00,New York,160.0,Approach,Night,Small,Unknown bird - small
AMERICAN AIRLINES,B-727,CHARLOTTE/DOUGLAS INTL ARPT,0,0,0,None,9/11/90 0:00,North Carolina,160.0,Approach,Night,Medium,Unknown bird - medium
EXPRESSJET (CONTINENTAL EXPRS),ATR-42,GEORGE BUSH INTERCONTINENTAL,0,0,0,None,9/12/90 0:00,Texas,125.0,Approach,Dawn,Small,Unknown bird - small
AMERICAN AIRLINES,B-727-200,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,9/12/90 0:00,Texas,150.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,ATLANTA INTL,0,0,0,None,9/12/90 0:00,Georgia,135.0,Approach,Night,Small,Unknown bird - small
UPS AIRLINES,B-727,LOUISVILLE INTL ARPT,0,0,0,None,9/13/90 0:00,Kentucky,230.0,Climb,Night,Medium,Unknown bird - medium
BUSINESS,ATR-42,GREATER PITTSBURGH,0,0,0,None,9/13/90 0:00,Pennsylvania,,Take-off run,Day,Small,European starling
COMAIR AIRLINES,MERLIN III,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,0,0,0,None,9/14/90 0:00,Kentucky,130.0,Approach,Day,Small,Unknown bird - small
US AIRWAYS*,B-737-300,PHILADELPHIA INTL,0,0,0,None,9/14/90 0:00,Pennsylvania,140.0,Approach,Day,Small,Unknown bird - small
MILITARY,T-38A,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,9/14/90 0:00,Louisiana,130.0,Climb,Day,Small,Killdeer
SOUTHWEST AIRLINES,B-737-300,HOUSTON-HOBBY,0,0,0,None,9/15/90 0:00,Texas,150.0,Approach,Day,Small,Unknown bird - small
US AIRWAYS*,FOKKER F28 MK 1000,CHARLOTTE/DOUGLAS INTL ARPT,0,0,0,None,9/15/90 0:00,North Carolina,160.0,Climb,Day,Small,Unknown bird - small
AMERICA WEST AIRLINES,B-737-200,LOS ANGELES INTL,0,0,0,Minor,9/16/90 0:00,California,320.0,Climb,Day,Medium,Unknown bird - medium
US AIRWAYS*,DC-9-30,PORT COLUMBUS INTL,0,0,0,None,9/16/90 0:00,Ohio,140.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,B-727,LAGUARDIA NY,0,0,0,None,9/17/90 0:00,New York,210.0,Climb,Day,Medium,Unknown bird - medium
UNKNOWN,MD-88,ATLANTA INTL,0,0,0,None,9/17/90 0:00,Georgia,,Approach,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,B-727-200,NASHVILLE INTL,0,0,0,None,9/17/90 0:00,Tennessee,230.0,Approach,Night,Medium,Unknown bird - medium
HORIZON AIR,DHC8 DASH 8,PORTLAND INTL (OR),0,0,0,None,9/17/90 0:00,Oregon,125.0,Climb,Day,Small,Unknown bird - small
MILITARY,F-16,ATLANTIC CITY INTL,0,5218,5218,None,9/18/90 0:00,New Jersey,0.0,Landing Roll,Night,Medium,Unknown bird or bat
AMERICAN AIRLINES,MD-80,NASHVILLE INTL,0,0,0,None,9/18/90 0:00,Tennessee,123.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,9/18/90 0:00,Texas,170.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,BA-146,MINETA SAN JOSE INTL,0,0,0,None,9/18/90 0:00,California,250.0,Approach,Night,Small,Unknown bird - small
MILITARY,B-52G,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,9/20/90 0:00,Louisiana,110.0,Take-off run,Day,Medium,Unknown bird or bat
SOUTHWEST AIRLINES,B-737-300,LOS ANGELES INTL,0,0,0,None,9/20/90 0:00,California,90.0,Landing Roll,Day,Small,Mourning dove
US AIRWAYS*,B-737-400,LAGUARDIA NY,0,0,0,Medium,9/21/90 0:00,New York,,Approach,Dusk,Medium,Unknown bird - medium
UNKNOWN,EMB-120,GEORGE BUSH INTERCONTINENTAL,0,0,0,None,9/21/90 0:00,Texas,110.0,Climb,Day,Small,Rock pigeon
BUSINESS,B-737-200,SALT LAKE CITY INTL,0,0,0,None,9/21/90 0:00,Utah,100.0,Take-off run,Day,Small,Unknown bird - small
BUSINESS,AEROS 350,MINETA SAN JOSE INTL,0,0,0,None,9/21/90 0:00,California,10.0,Taxi,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,9/22/90 0:00,Texas,160.0,Approach,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,B-727-200,NASHVILLE INTL,0,0,0,None,9/22/90 0:00,Tennessee,150.0,Climb,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-83,LAMBERT-ST LOUIS INTL,0,0,0,None,9/22/90 0:00,Missouri,125.0,Take-off run,Day,Small,Rock pigeon
US AIRWAYS*,B-737,PORTLAND INTL (OR),0,0,0,None,9/22/90 0:00,Oregon,,Take-off run,Day,Small,Unknown bird - small
AMERICAN AIRLINES,B-727-200,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,9/22/90 0:00,Texas,135.0,Approach,Night,Small,Unknown bird - small
BUSINESS,BELL-206,LIHUE ARPT,0,0,0,Substantial,9/23/90 0:00,Hawaii,60.0,Descent,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,B-727,NEW ORLEANS INTL,0,0,0,None,9/23/90 0:00,Louisiana,180.0,Approach,Night,Small,Unknown bird - small
AMERICAN AIRLINES,B-727-200,NASHVILLE INTL,0,0,0,None,9/24/90 0:00,Tennessee,140.0,Approach,Dusk,Medium,Unknown bird - medium
CONTINENTAL AIRLINES,B-737,KANSAS CITY INTL,0,0,0,None,9/24/90 0:00,Missouri,,Landing Roll,Day,Small,Unknown bird - small
MILITARY,KC-10A,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,9/25/90 0:00,Louisiana,127.0,Approach,Night,Medium,Unknown bird or bat
BUSINESS,CITATION II,DETROIT METRO WAYNE COUNTY ARPT,0,0,0,None,9/25/90 0:00,Michigan,115.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,B-767-300,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,9/25/90 0:00,Texas,140.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,B-727,NASHVILLE INTL,0,0,0,None,9/25/90 0:00,Tennessee,125.0,Approach,Dusk,Small,Unknown bird - small
MILITARY,C-137C,ATLANTIC CITY INTL,0,23656,23656,C,9/26/90 0:00,New Jersey,150.0,Climb,Day,Medium,Unknown bird - medium
MESABA AIRLINES,SA227 AC METRO III,MINNEAPOLIS-ST PAUL INTL,0,0,0,None,9/26/90 0:00,Minnesota,130.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,B-727-200,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,9/26/90 0:00,Texas,250.0,Climb,Day,Small,Unknown bird - small
MILITARY,KC-10A,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,9/27/90 0:00,Louisiana,150.0,Approach,Day,Medium,Unknown bird or bat
AMERICAN AIRLINES,B-727-200,NASHVILLE INTL,0,0,0,None,9/27/90 0:00,Tennessee,250.0,Climb,Night,Medium,Unknown bird - medium
AIR CANADA,DC-9,NEWARK LIBERTY INTL ARPT,0,0,0,None,9/27/90 0:00,New Jersey,250.0,Descent,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-80,CHICAGO O'HARE INTL ARPT,0,0,0,None,9/27/90 0:00,Illinois,150.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,DC-10-10,JOHN F KENNEDY INTL,0,0,0,None,9/27/90 0:00,New York,141.0,Approach,Day,Small,Unknown bird - small
UNITED AIRLINES,B-737-300,SACRAMENTO INTL,0,0,0,None,9/28/90 0:00,California,140.0,Approach,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-80,SACRAMENTO INTL,0,0,0,None,9/28/90 0:00,California,180.0,Approach,Night,Small,Unknown bird - small
AMERICAN AIRLINES,DC-10,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,9/30/90 0:00,Texas,180.0,Approach,Day,Large,Unknown bird - large
AMERICA WEST AIRLINES,B-737-300,SEATTLE-TACOMA INTL,0,0,0,Minor,9/30/90 0:00,Washington,140.0,Approach,Dusk,Large,Canada goose
AMERICAN AIRLINES,B-727,LOUISVILLE INTL ARPT,0,0,0,None,9/30/90 0:00,Kentucky,140.0,Approach,Night,Medium,Unknown bird - medium
AMERICAN AIRLINES,MD-80,CHICAGO O'HARE INTL ARPT,0,0,0,None,9/30/90 0:00,Illinois,250.0,Descent,Night,Medium,Unknown bird - medium
DELTA AIR LINES,B-737,BALTIMORE WASH INTL,0,0,0,None,9/30/90 0:00,Maryland,100.0,Take-off run,Day,Small,Rock pigeon
MILITARY,KC-10A,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,10/1/90 0:00,Louisiana,200.0,Approach,Day,Medium,Unknown bird or bat
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,10/1/90 0:00,Texas,140.0,Approach,Day,Small,American robin
AMERICAN AIRLINES,DC-10-10,ORLANDO INTL,0,0,0,None,10/2/90 0:00,Florida,140.0,Approach,Night,Small,Unknown bird - small
AMERICAN AIRLINES,B-727,NASHVILLE INTL,0,0,0,None,10/4/90 0:00,Tennessee,140.0,Approach,Day,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,NEW ORLEANS INTL,0,0,0,None,10/5/90 0:00,Louisiana,160.0,Approach,Night,Medium,Unknown bird - medium
ALOHA AIRLINES,B-737,HONOLULU INTL ARPT,0,0,0,None,10/6/90 0:00,Hawaii,140.0,Approach,Night,Small,Pacific golden-plover
AMERICAN AIRLINES,DC-10-10,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,10/7/90 0:00,Texas,160.0,Approach,Day,Small,Unknown bird - small
MILITARY,KC-10A,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,10/9/90 0:00,Louisiana,200.0,Approach,Night,Medium,Unknown bird or bat
MILITARY,B-52G,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,10/10/90 0:00,Louisiana,130.0,Take-off run,Day,Medium,Unknown bird or bat
MILITARY,KC-135,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,10/10/90 0:00,Louisiana,190.0,Approach,Night,Medium,Unknown bird or bat
AMERICAN AIRLINES,DC-10-10,JOHN F KENNEDY INTL,0,0,0,None,10/10/90 0:00,New York,180.0,Approach,Night,Medium,Unknown bird - medium
UNITED AIRLINES,B-727,CHARLOTTE/DOUGLAS INTL ARPT,0,0,0,None,10/10/90 0:00,North Carolina,130.0,Landing Roll,Day,Small,Unknown bird - small
UNITED AIRLINES,B-737,MEMPHIS INTL,0,0,0,None,10/10/90 0:00,Tennessee,,Landing Roll,Day,Small,Unknown bird - small
AMERICAN AIRLINES,DC-10-10,DALLAS/FORT WORTH INTL ARPT,0,0,0,Minor,10/11/90 0:00,Texas,250.0,Descent,Night,Large,Unknown bird - large
UNKNOWN,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,10/11/90 0:00,Texas,200.0,Take-off run,Day,Medium,Unknown bird - medium
US AIRWAYS*,B-737,LOGAN INTL,0,0,0,Substantial,10/12/90 0:00,Massachusetts,110.0,Take-off run,Day,Medium,Herring gull
AMERICAN AIRLINES,MD-80,DALLAS/FORT WORTH INTL ARPT,0,0,0,None,10/12/90 0:00,Texas,200.0,Climb,Day,Small,Unknown bird - small
DELTA AIR LINES,DC-9,ATLANTA INTL,0,0,0,None,10/12/90 0:00,Georgia,170.0,Approach,Night,Small,Unknown bird - small
AMERICAN AIRLINES,MD-80,CHICAGO O'HARE INTL ARPT,0,0,0,None,10/12/90 0:00,Illinois,150.0,Approach,Night,Small,Unknown bird - small
ALOHA AIRLINES,B-737-200,HONOLULU INTL ARPT,0,0,0,None,10/12/90 0:00,Hawaii,120.0,Take-off run,Night,Small,Pacific golden-plover
ALOHA AIRLINES,B-737,HONOLULU INTL ARPT,0,0,0,None,10/13/90 0:00,Hawaii,100.0,Landing Roll,Day,Medium,Unknown bird - medium
SOUTHWEST AIRLINES,B-737-300,SAN ANTONIO INTL,0,0,0,None,10/13/90 0:00,Texas,210.0,Climb,Night,Medium,Unknown bird - medium
US AIRWAYS*,B-737-300,LOGAN INTL,0,0,0,None,10/14/90 0:00,Massachusetts,,Approach,Day,Medium,Unknown bird - medium
MILITARY,KC-10A,BARKSDALE AIR FORCE BASE ARPT,0,0,0,None,10/15/90 0:00,Louisiana,190.0,Approach,Day,Medium,Unknown bird or bat
ALOHA AIRLINES,B-737-200,LIHUE ARPT,0,0,0,None,10/15/90 0:00,Hawaii,120.0,Take-off run,Day,Medium,Unknown bird - medium
AMERICAN AIRLINES,B-727-100,BALTIMORE WASH INTL,0,0,0,None,10/15/90 0:00,Maryland,230.0,Descent,Night,Medium,Unknown bird - medium
MILITARY,F-16,ATLANTIC CITY INTL,0,0,0,None,10/15/90 0:00,New Jersey,0.0,Landing Roll,Night,Medium,Unknown bird or bat
